NAME	LT_HSC_Ctrl_1	LT_HSC_Ctrl_2	LT_HSC_Ctrl_3	LT_HSC_shCTCF_1	LT_HSC_shCTCF_2	LT_HSC_shCTCF_3	ST_HSC_Ctrl_1	ST_HSC_Ctrl_2	ST_HSC_Ctrl_3	ST_HSC_shCTCF_1	ST_HSC_shCTCF_2	ST_HSC_shCTCF_3	CD34+/CD38+_Ctrl_1	CD34+/CD38+_Ctrl_2	CD34+/CD38+_Ctrl_3	CD34+/CD38+shCTCF_1	CD34+/CD38+shCTCF_2	CD34+/CD38+shCTCF_3
KIF3C	2.4669	2.28419	1.96707	2.33402	1.92488	2.14971	1.7465	2.35314	2.2484	2.46162	3.13917	2.75169	1.73844	1.43069	1.47849	1.91856	1.4555	1.27472
HADHA	139.338	134.78	135.122	149.609	149.361	136.823	152.86	145.798	146.443	148.528	143.078	139.387	157.997	168.001	178.83	152.798	171.622	193.453
GPR113	0.275461	0.262956	0.460853	0.169963	0.195168	0.408821	0.284741	0.242959	0.292669	0.179212	0.219918	0.357991	0.200215	0.117642	0.115291	0.117802	0.150971	0.116764
OTOF	0.0114311	0	0.0216463	0.0429463	0	0.0112818	0.023621	0.0243836	0.0126127	0.0237947	0.10691	0.109992	0.0392454	0.0579586	0.014057	0.012611	0.0124939	0.0336026
CIB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OST4	766.823	774.796	794.663	808.745	772.208	864.274	722.571	694.281	661.764	710.999	753.281	671.426	876.449	1009.17	798.279	849.641	791.51	954.062
CGREF1	7.77628	7.69057	7.06468	6.92496	12.5412	6.44189	7.50849	7.14597	6.73525	7.79173	6.89749	7.60939	5.59222	4.64595	5.56866	7.7594	5.98318	6.78801
PREB	54.9854	45.8762	51.204	49.7525	43.6298	48.8181	64.4249	55.3362	56.8492	61.9248	50.868	59.7771	61.2824	46.968	54.0659	55.4318	57.6079	53.0879
C2orf53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A6	66.6594	61.6325	67.0672	58.8176	55.3204	63.3289	80.0492	83.1686	82.9649	82.0552	72.5787	85.0513	96.2867	56.2221	69.0945	80.1668	65.3002	59.8393
SLC30A3	0.252601	0.314584	0.213109	0.316428	0.222187	0.499377	0.260602	0.21039	0.342928	0.146775	0.438458	0.409336	0.0325569	0	0	0.0625589	0.216834	0
UCN	0.867537	0.308418	0.699987	0.136736	1.59644	0.433534	0.741333	0.319331	0.673076	0.941334	1.53797	1.51885	1.11086	1.37544	0.964124	0.518861	1.02504	0.766353
MPV17	214.828	251.734	243.728	226.685	243.08	228.13	200.595	189.59	208.496	204.043	173.914	201.785	207.7	229.793	205.776	194.721	190.678	236.408
GTF3C2	45.6401	40.9658	42.9647	40.0514	31.4237	40.3717	51.6369	46.7967	51.4459	51.7165	46.8464	50.0917	37.9651	29.4635	39.8289	41.6787	38.9578	33.4156
EIF2B4	45.1235	43.9675	47.6591	41.2018	46.448	44.4707	53.9514	52.2597	53.6645	54.2122	48.3475	49.0312	70.796	56.3817	54.9298	60.0802	53.45	63.5357
ZNF513	2.99462	4.28076	4.09272	2.63049	2.36718	3.27771	3.9113	3.21841	3.89995	3.40632	4.09321	3.27137	1.74215	1.63421	2.53398	2.26819	2.22793	1.69116
PPM1G	133.323	115.077	127.553	124.292	121.989	122.913	152.518	145.032	153.786	151.922	145.126	148.618	172.785	141.047	137.725	162.755	140.482	151.269
FTH1P3	0.88998	0.461962	0.35476	0.838285	0.664362	0.294498	0.991921	0.48259	0.923532	0.629972	0.700933	0.29772	0.626936	1.30325	0.474068	0.680594	1.17806	1.13168
IFT172	7.08014	6.18313	6.75651	7.68652	6.12401	6.14088	9.21857	9.2108	10.1091	8.10677	9.39181	10.3375	11.1302	8.29538	9.56516	9.14913	9.4831	6.41353
FNDC4	0.18232	0.111841	0	0.0685485	0.180606	0.108215	0	0	0.0406417	0	0.228198	0.213937	0.213018	0.0372429	0.227637	0.0816992	0.0808897	0
CCDC121	2.89165	2.61633	2.58516	3.80795	3.49336	2.81623	1.28884	1.2594	1.78954	1.96962	1.17363	1.68587	0.56771	2.29791	1.21452	1.00748	1.71871	2.03007
SUPT7L	16.9961	18.2418	17.8542	17.0649	19.2625	18.5278	16.847	18.6601	18.1519	18.0234	18.3873	17.2231	19.9331	18.8208	17.9722	20.1424	18.2673	21.241
BRE-AS1,RBKS	1.99874	2.01883	2.13199	2.17342	2.02016	1.78015	1.43647	1.5022	1.64555	1.44963	0.6521	0.579451	3.52016	4.61196	2.8684	2.637	4.62019	3.79234
LOC100505716	0.88988	0.509989	0.448679	0.522524	0.357724	0.4398	0.487735	0.416887	0.463281	0.465323	0.43441	0.54067	0.387006	0.198281	0.72525	0.557766	0.460308	0.549939
TRMT61B	22.0556	18.3526	18.9545	24.2019	18.9369	20.3811	22.0405	21.146	22.2348	21.0035	17.2655	20.025	22.4318	22.1259	22.7946	20.8959	22.7063	25.4655
C2orf71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALK	0	0.0086601	0	0.0160775	0.0169106	0.00845152	0.00884729	0	0	0	0	0.00821981	0	0	0	0	0	0
CAPN13	0	0	0	0.0199557	0	0	0	0.0681365	0	0	0.0221027	0	0	0	0.0262824	0	0	0
GALNT14	27.1811	18.1818	20.0124	18.9777	15.9325	14.1274	24.9843	16.7696	21.9119	17.8188	13.6833	17.5949	11.8989	15.0839	18.987	9.49865	15.7907	20.7282
CAPN14	0.592085	0.629294	0.546975	0.894783	0.470769	0.769857	0.387681	0.61629	0.893304	0.842096	0.675152	0.987806	0.1987	0.541964	0.42691	0.351119	0.490132	0.679911
XDH	0	0	0.089177	0	0	0.0279032	0	0	0.0103907	0	0	0	0	0	0	0	0.0102895	0
SRD5A2	0.0470883	0.0478936	0	0	0	0	0.0728897	0	0	0	0	0	0	0	0	0	0	0
MEMO1	16.8608	16.978	15.9273	18.2974	18.7257	19.2599	15.3844	16.4507	15.1203	17.2363	16.4955	15.0782	21.491	24.6889	20.6933	19.1397	19.9991	21.9893
DPY30	101.056	117.008	120.377	118.584	122.642	121.949	104.913	124.384	104.2	103.16	109.743	104.784	135.764	165.693	133.545	137.676	124.152	154.98
NLRC4	0.0344848	0.0174911	0.016333	0.194297	0.051119	0.0340527	0.160218	0.257769	0.0953474	0.269591	0.215096	0.0800483	0.0198152	0.578326	0.659601	0.0381786	0.908005	0.733522
FAM98A	39.146	34.1969	35.8514	47.4361	39.5606	35.0489	46.3865	55.4644	39.1102	41.3851	47.0673	40.8568	53.9056	46.8951	45.8949	50.2046	49.5225	52.1157
MYADML	0	0	0	0	0	0	0	0.029034	0	0	0	0	0	0	0	0	0	0
LOC100288911	0.112877	0.119034	0.217427	0.426208	0.451582	0.899712	0	0	0.389522	0.242747	0	0.232724	0	0.118136	0	0.132684	0.917763	0.117607
FEZ2	8.4325	6.05071	7.88528	8.64177	7.9968	9.38196	6.94145	6.13762	5.61634	6.0564	5.6929	7.0194	5.10596	8.57898	7.0933	6.02992	6.72099	8.92746
STRN	3.26427	3.3539	2.98	3.42156	2.82828	2.82748	3.34961	4.01377	3.38592	3.07519	4.18972	3.09754	4.19026	3.25856	4.1491	4.12228	3.96362	3.21033
HEATR5B	9.42569	10.0763	10.2931	10.2201	9.29578	9.38507	9.09356	11.2041	10.4448	10.2196	11.105	10.0683	9.75125	8.66409	11.216	8.89315	9.96226	5.63934
EIF2AK2	27.411	27.9379	25.7598	24.4709	20.9513	27.0045	23.6553	25.4613	21.8541	21.2497	23.1622	20.098	23.8915	21.2385	25.5459	26.2884	23.9898	24.3586
SULT6B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPZ	41.7964	43.7233	49.7138	44.5505	49.1733	49.4527	43.5653	52.1593	42.3183	44.831	46.4228	43.2595	55.7652	55.4661	49.7564	54.3888	54.3183	56.2764
PRKD3	22.1171	22.1265	22.6574	22.4516	21.1589	23.47	21.4785	27.8071	23.5241	22.0337	23.3918	25.897	20.251	17.4664	21.6139	18.067	21.204	16.0538
CDC42EP3	9.79639	10.3153	7.55882	12.6709	10.7127	10.9537	8.36199	8.61719	7.00621	9.55555	9.58013	9.02495	14.0087	14.1935	13.3512	13.1438	15.943	14.8073
CYP1B1	7.1274	15.2105	5.99839	17.494	26.4369	11.7126	5.12445	3.09224	4.48675	6.65797	6.50478	7.95975	13.4674	4.14271	6.43301	16.0408	7.38352	9.25835
ATL2	27.739	31.2373	23.3497	26.6496	23.8534	21.6931	27.9025	34.5277	31.8271	26.8798	24.1068	26.697	36.3834	41.2041	40.9589	27.2976	34.739	33.1207
HNRPLL	21.163	27.6392	25.31	23.2487	25.0037	27.5078	20.9996	27.2707	23.4696	21.199	27.5694	23.2931	44.2346	38.6816	36.835	45.0564	37.041	38.0562
SRSF7	230.511	231.616	239.198	252.722	247.915	244.264	229.869	250.505	227.248	232.7	228.348	220.534	280.467	312.041	272.726	298.895	280.674	317.011
DHX57	10.0509	9.85345	9.9813	9.04279	7.53266	8.84086	9.44886	8.41993	8.63926	7.63043	8.15484	9.64096	7.29304	6.9305	8.6577	8.36456	7.84372	5.63698
LOC375196	0.32287	0.200325	0.538175	0.911862	0.32097	0.68388	0.398837	0.374187	0.728099	0.538944	0.468764	0.240431	0.666941	0.475512	0.328213	0.441744	0.350103	0.506073
SOS1	6.74693	7.79558	6.91108	7.10388	6.01574	7.29805	10.814	25.1969	14.2385	10.4612	20.8795	12.8692	21.1685	15.8546	17.3612	18.4551	14.259	10.7608
CDKL4	0.196833	0.282066	0.112309	0.296068	0.0390107	0.272675	0.0811719	0.296007	0.0439291	0.123975	0.451901	0.154282	0.184441	0.321956	0.14772	0.176724	0.306179	0.274392
MAP4K3	5.72613	5.67023	6.71774	6.99742	6.71126	6.69604	5.38099	6.9086	6.25518	7.42247	7.2353	6.95045	6.12245	6.19828	6.71135	5.57016	7.41236	6.47616
THUMPD2	14.7273	15.2667	14.0633	15.6234	18.4975	17.9116	14.249	13.2513	11.2939	13.5385	14.2077	13.1945	20.9803	19.9375	17.453	18.7074	16.4894	23.2859
SLC8A1	0.614883	0.207245	0.408157	0.836352	0.520617	0.476274	0.0830657	0.0380549	0.137901	0.399517	0.184752	0.153958	0.0203673	0.316767	0.384059	0.0196557	0.55603	0.252646
C2orf91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX7A2L	107.145	116.015	116.866	121.205	126.634	125.106	98.7207	86.3921	86.2748	92.7998	88.4985	88.825	119.037	145.424	121.727	121.692	126.378	151.881
KCNG3	0	0	0	0.0410134	0	0.0287486	0.0150221	0	0	0	0	0.0140157	0	0	0.0358735	0	0	0
OXER1	2.22503	2.09798	1.46358	1.54423	0.677996	1.21881	1.80042	0.660939	1.60097	1.68608	1.32053	1.20319	0.0399181	0.663818	0.853614	0.0765905	1.21338	0.679584
HAAO	21.8596	17.979	18.1933	15.221	15.259	14.9823	15.7394	11.2071	14.6451	16.1994	9.51043	14.4346	2.13909	7.68092	9.23931	1.98735	11.2397	12.2402
ZFP36L2	186.024	182.302	158.853	97.5845	92.3107	147.34	144.929	87.378	113.038	123.922	70.6665	104.177	71.0746	104.11	115.686	78.2543	86.3501	63.4095
THADA	18.3024	19.0016	15.656	17.6307	16.7027	17.0817	18.0475	20.0435	19.6681	17.6727	17.1774	18.7968	17.5053	14.2863	19.5065	15.2366	17.6688	11.4516
LOC728819	1.41377	3.55558	2.75078	3.19284	4.54905	4.31561	1.57253	1.58684	2.35144	1.61185	2.60466	1.90617	2.89117	3.08076	2.28789	2.05285	3.6185	2.67451
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRPPRC	55.1809	57.0059	56.1577	65.8821	62.7788	58.3784	62.3782	65.8356	63.6934	62.1499	63.7868	64.7471	78.6064	73.6352	81.8989	76.6524	81.2327	72.6442
PREPL	10.8257	12.6965	13.5983	13.5474	14.9427	17.162	11.8869	12.9121	12.4097	12.1975	14.7375	13.6962	19.5167	15.1876	17.7598	18.3715	16.7267	15.3217
MIR548AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX2	0	0.0553343	0	0.0255182	0	0	0	0	0	0.0568018	0.0282843	0.0263938	0	0	0	0	0	0
UNQ6975	0	0	0	0	0	0	0	0.0663681	0	0	0	0	0	0	0	0	0	0
SRBD1	21.915	21.4696	21.4201	21.6713	24.3288	21.5769	21.7454	24.6153	21.8462	20.6866	23.0194	22.5933	25.9642	24.5572	24.9725	22.4228	23.9189	24.986
ATP6V1E2	1.0475	1.1597	1.05135	1.40606	1.71812	1.06519	1.51278	0.76958	0.964789	1.1902	0.779499	0.844944	0.34772	0.488079	0.707123	0.400714	0.925891	0.829668
PIGF	62.0119	74.8751	81.6865	79.1654	84.0703	89.9864	59.2516	83.046	68.6965	69.1242	84.6929	88.9734	76.6507	94.4698	83.3088	84.8128	88.9273	107.203
MCFD2	51.7322	57.057	55.8995	49.6344	56.2694	52.4617	50.2163	62.3658	57.0847	50.8697	54.5649	56.6324	54.8159	58.6694	61.6907	47.1915	55.7389	51.6299
C2orf61	0.0547589	0.0849444	0	0	0	0.0270621	0	0	0.0304033	0.0868271	0.0285112	0	0.0317409	0.248151	0.209561	0	0.278923	0.0833684
CALM2	885.198	990.698	915.779	1214.79	1139.27	1076.33	951.139	1266.77	927.949	1032.6	1005.45	1054.39	1262.3	1670.42	1503.91	1356.65	1465.8	1790.67
KCNK12	0.309436	0.0453361	0.168289	0.49882	0.306825	0.306327	0.273366	0.190188	0.345984	0.232387	0.230856	0.217272	0.10399	0.31682	0.166376	0.0497607	0.0985154	0.176587
FBXO11	12.1851	15.3584	12.7734	14.0263	14.9144	14.3241	11.1878	14.9896	12.8251	13.8531	16.864	16.9643	13.7237	15.8817	15.768	13.7195	16.325	16.7795
LHCGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN1	0	0.0195714	0.00915023	0.0363258	0	0.00954386	0	0	0	0	0.0100398	0	0	0	0.0118795	0	0.00616079	0
ASB3,GPR75,GPR75-ASB3	20.3589	20.5443	21.1052	24.4469	24.2258	22.5976	21.8506	19.829	19.1505	20.8079	18.7347	19.618	20.4651	26.8756	24.6413	19.8271	23.7605	29.1205
MIR3682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSME4	6.74627	6.90151	7.77472	7.43907	8.1506	7.63526	8.31261	10.4838	7.90338	8.07189	9.74736	7.68834	9.65366	8.93646	9.00352	10.0316	9.34904	8.83058
TSPYL6	0.018145	0.0184155	0	0	0.035866	0	0	0	0.0602203	0.0189169	0.018864	0	0	0	0	0	0	0.0356749
RTN4	78.1657	113.906	103.064	77.1848	99.9343	100.787	68.5193	80.674	71.6481	72.9654	88.0967	81.8346	85.5411	110.866	86.1646	78.1974	77.704	79.4551
CLHC1	1.22101	1.1015	0.724486	1.12449	0.818881	0.897869	0.95157	1.20668	0.795717	0.969988	1.04831	0.821415	1.70025	1.19247	1.6235	1.13807	1.05445	1.36854
MTIF2	20.3167	23.8628	23.3836	21.6688	20.4988	20.8249	22.8957	25.1464	21.5977	25.9315	21.3924	21.8765	28.5959	30.4618	28.7341	30.8064	30.4375	31.4853
CCDC88A	7.47016	8.36073	7.62293	8.61827	7.59999	7.51243	7.11944	6.84498	6.86474	6.41445	6.69151	7.00832	6.91517	10.6967	10.3436	6.689	9.41987	10.2446
SMEK2	46.2829	47.476	47.9236	49.2348	46.8514	49.3039	46.8875	49.9268	45.4782	40.4848	45.4669	46.294	46.2478	45.6894	54.7718	41.5621	47.9627	41.8927
PNPT1	28.9035	29.2485	31.8639	34.2184	33.6892	34.4054	29.7385	38.9789	30.2634	30.3297	32.3709	31.286	45.9379	39.7956	41.8809	47.7731	40.677	44.5536
EFEMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0180935
MIR217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCL	65.4925	78.31	79.0546	89.3342	84.7184	82.6888	64.6234	72.439	61.7408	73.3345	74.6821	77.4361	68.6284	83.7712	79.7297	78.6582	84.3876	98.1557
MIR4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL11A	19.849	19.254	18.1123	18.8686	15.6189	19.9958	16.9434	10.3305	14.3945	17.12	11.9235	17.6662	9.12099	11.3541	12.9421	8.74075	12.5035	10.5656
FLJ16341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUS10	3.86881	4.37598	4.43179	3.79529	3.80754	4.33437	3.57572	3.20013	3.44131	2.41416	2.80009	2.9875	3.45592	4.15937	5.0333	3.04273	4.45795	3.83754
LOC339803	4.56876	4.59922	6.09465	4.37518	3.91985	5.70852	3.4901	3.32849	3.05273	4.72292	3.82135	3.25382	2.04241	3.46151	2.13452	3.03444	2.98082	3.37711
USP34	7.55453	8.50471	7.99511	9.04496	9.22632	7.78181	7.83371	10.4754	9.50511	8.56644	10.1329	9.73453	11.7193	13.4379	11.98	11.1119	11.1981	10.0947
SNORA70B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPO1	70.403	78.684	70.7512	85.5642	76.8001	70.8827	66.6858	87.4903	71.9561	72.6495	88.8452	84.1734	86.3129	94.5709	96.4028	85.6143	95.5707	78.8858
FAM161A	5.26563	5.54719	4.47622	5.68264	5.74853	5.33165	5.28066	3.41851	4.18158	4.91734	3.59743	4.11428	3.65607	4.71446	4.36837	3.45642	4.9872	5.60903
CCT4	241.262	239.537	255.361	266.026	253.418	247.804	260.136	262.337	260.061	259.781	256.973	243.024	310.244	318.981	285.602	316.352	287.254	335.847
TMEM17	2.87366	4.19227	5.34018	4.32622	5.47518	5.40759	3.79287	3.41084	3.77977	3.81701	4.12123	4.96667	3.2337	3.93803	4.30611	3.79466	5.15815	5.23436
LOC100132215	0.348051	0.129147	0.210346	0.208177	0.250595	0.125146	0.163182	0.0678326	0.422361	0.331316	0.131897	0.215871	0.25771	0.225874	0.144834	0.106022	0.13998	0.219512
DBIL5P2	0.0359291	0.110177	0	0.202623	0.0355888	0	0	0	0.200184	0.113023	0	0	0	0.256832	0.134534	0.080474	0.159355	0.178507
WDPCP	4.01536	3.20033	3.56402	3.04145	2.88416	3.14864	4.11052	3.56635	3.43245	3.1823	3.06876	2.78397	2.92708	2.84286	3.87106	2.85704	3.79203	3.61283
VPS54	12.4688	13.7827	15.4638	10.1158	10.9797	12.2579	12.4388	13.8442	11.6931	11.3295	11.5483	11.0183	11.5987	11.684	14.0565	11.617	12.5779	10.2475
PELI1	5.58836	7.50714	6.86136	8.15192	8.96925	9.2965	5.8912	6.08781	6.31939	7.14843	8.22923	7.22203	4.92864	6.01091	7.48074	5.6906	8.11072	8.34559
LINC00309	0	0	0	0	0	0	0	0	0	0.0175992	0	0	0.019404	0	0	0	0.0185161	0
SERTAD2	6.47823	6.90697	6.16615	5.34982	5.19536	5.72077	5.26427	5.62796	5.51222	4.98588	4.96788	5.04451	4.07696	4.7879	5.34029	3.81603	4.78972	3.50119
LOC400958	0.0185776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020389	0
RAB1A	86.5238	97.1636	94.6434	105.148	107.551	98.8311	79.391	91.2822	81.6552	84.1091	82.29	87.1459	84.8384	99.5404	96.5725	81.3483	97.2343	117.665
SPRED2	11.6874	11.268	9.86955	10.6449	9.70276	9.85019	9.73731	8.5818	9.1098	9.66476	9.82691	9.07991	7.44885	7.42363	7.50955	8.79926	7.12168	5.86008
MIR4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1-AS3	0.0401969	0.067865	0.0507413	0.0377347	0.105876	0.0132265	0	0	0	0	0	0.0128998	0	0	0	0	0	0
LOC644838	0	0	0	0	0	0.0276373	0	0	0	0	0	0	0	0	0	0	0	0
C1D	15.7517	22.4846	17.2587	18.8993	21.8312	20.0216	9.34643	10.0187	11.4056	12.1734	14.0701	13.1567	28.4736	28.3245	20.4147	31.5277	22.829	28.5791
WDR92	14.7898	13.8636	12.6981	19.7285	19.972	18.2348	14.8988	15.7982	14.7147	16.2351	15.1372	15.7806	17.8266	23.3141	19.7658	18.8097	21.8603	25.3144
PPP3R1	1.83252	2.75241	1.86052	3.21329	4.52808	2.32691	2.23908	4.31424	3.43473	2.59326	6.4353	3.63139	10.9097	11.4332	6.21199	8.51586	7.28598	7.42889
CNRIP1	0.562426	0.419676	0.168616	0.608606	0.49806	0.848663	9.24412	24.3267	10.584	9.95415	19.1639	7.99776	154.995	140.323	96.1848	140.795	90.7727	76.923
FBXO48	0.923114	1.32164	0.974523	1.43832	1.20304	1.16056	1.08268	0.829663	1.20829	1.37922	1.06929	0.954159	1.20948	1.47134	1.03783	1.58301	1.95993	1.44616
BMP10	0	0	0	0	0	0	0	0	0	0.0815749	0	0	0	0.0397212	0	0	0	0
GKN2	0	0	0	0	0	0	0	0	0	0	0	0	0.117342	0	0	0.11085	0	0
GFPT1	7.45557	7.59196	7.26333	8.51496	7.83534	8.81229	7.23323	9.47023	7.92437	7.01042	8.87294	7.61297	9.17314	7.24482	8.32552	7.69913	8.53723	8.01275
NFU1	65.9114	65.6505	71.3357	80.5713	73.7531	72.3948	59.4395	65.7091	51.7975	61.3231	66.9213	54.7536	67.517	87.5579	74.0841	82.8437	80.4134	98.5673
AAK1	0.75417	0.679146	0.629368	0.668493	0.531351	0.586757	0.647701	0.658797	0.664843	0.581632	0.662553	0.561652	0.561441	0.89323	0.865306	0.54803	0.69747	0.684387
SNORA36C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASPRV1,PCBP1-AS1	0.530627	0.426689	0.961397	0.983993	0.588762	0.943049	0.88207	0.407926	1.22879	0.846571	0.940191	0.66655	0.634458	0.709459	1.15328	0.520198	0.634283	0.859728
LOC100133985	0.769456	0.27202	0.247671	0.121163	0.513971	0.127966	0.526261	0.282178	0.445148	0.138528	0.680013	0.533894	0.324524	0.53948	0.339042	0.456245	0.751213	0.404354
C2orf42	10.316	11.1127	10.5578	10.0946	9.75191	9.36137	9.91923	9.7918	8.78925	8.23229	10.0479	9.72985	10.4163	9.5896	8.86121	7.62252	9.39958	10.1243
TIA1	28.683	29.3568	29.1396	30.3152	30.4142	30.1345	28.6792	28.9648	28.3836	27.495	28.9206	27.4572	34.7914	37.3551	38.4982	32.3195	40.0738	39.1715
SNRPG	191.271	233.571	242.981	238.758	239.246	250.418	160.711	221.159	183.958	194.039	209.679	173.498	272.426	362.613	276.943	319.91	286.184	346.738
FAM136A	128.041	122.351	119.865	167.056	157.477	138.301	143.34	142.444	136.859	157.383	151.432	151.605	168.64	176.114	168.376	180.227	176.947	223.164
TGFA	0.11435	0.128622	0.108246	0.155049	0.100388	0.112871	0.0656008	0.0406475	0.0701242	0.0661139	0.0923386	0.0855853	0.101829	0.270385	0.359436	0	0.250135	0.273991
ADD2	0.0817939	0.073898	0.0774403	0.0136855	0.0432162	0.0999649	0.165643	0.29523	0.227722	0.409782	0.136372	0.184834	7.46843	4.10384	3.57196	10.158	5.11076	3.21989
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145837	0	0	0
CLEC4F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353047	0.0632729
TEX261	34.586	30.7637	33.0282	28.8668	23.6395	31.2409	38.595	33.7929	36.1687	37.695	35.8258	35.6042	35.7722	30.6341	31.7321	35.6532	32.886	23.5934
MCEE	13.4175	14.4275	13.1016	15.5084	15.7268	13.5839	15.097	15.2348	12.7595	13.3055	14.3822	13.3063	22.4197	29.4921	24.6488	25.8195	24.7602	30.4101
PAIP2B	0.894171	1.35173	1.38557	1.1189	1.2189	1.24357	1.23145	1.26088	1.09796	1.22139	1.36108	1.22579	1.03959	0.931144	1.10788	1.32224	1.23574	1.07372
CYP26B1	0	0.012202	0.0114075	0.0678776	0.0595104	0.0475816	0.0871206	0.1542	0.0398998	0.10032	0.438057	0.336183	0	0	0	0	0	0
EXOC6B	4.84897	3.89834	3.11376	5.07165	4.22802	5.83557	4.70867	5.74962	4.51804	4.44043	7.38346	5.18637	3.48469	2.98046	4.85504	3.79327	4.21762	3.10567
SFXN5	3.31434	3.76006	2.33448	2.01612	1.99035	2.59114	2.62839	2.68656	2.73717	2.8979	4.00726	2.82045	2.06528	1.65337	1.72971	2.10832	2.05966	1.36442
RAB11FIP5	0.856884	1.27608	0.858848	0.721559	0.684493	0.895545	0.247238	0.268752	0.31991	0.458983	0.366452	0.291006	0.173115	0.114967	0.0620168	0.222574	0.179159	0.0987723
PRADC1	36.0814	38.1202	36.0013	33.375	38.7808	27.9664	42.1685	42.9932	41.6352	36.3782	34.7304	35.8564	42.0043	37.9308	35.3139	37.525	33.5347	37.641
FBXO41	3.27837	3.26666	3.39987	2.51918	2.28411	2.94527	3.52183	2.83413	3.35655	3.85518	3.00171	3.3958	2.1635	2.01438	2.50759	1.91878	2.27129	1.23588
EGR4	0	0	0	0	0	0	0	0	0	0	0.0253393	0	0	0	0.0301717	0	0	0
NAT8	0	0	0	0	0	0.0627776	0	0	0	0	0.0663447	0.0630505	0	0	0.0803729	0	0	0
NAT8B	1.16997	0.940388	1.81304	1.27267	2.60295	1.25264	0.555015	1.2744	2.05112	1.63299	3.31723	2.28322	3.41735	1.21552	1.16222	6.36137	2.99	2.95877
TPRKB	84.7565	95.4715	98.5211	109.489	108.209	108.964	64.905	75.871	55.5442	67.2208	72.591	68.014	109.862	154.77	121.799	133.52	114.782	142.551
DUSP11	40.7058	49.8736	42.9166	47.4868	49.1985	40.271	33.2773	36.0099	37.0236	38.8272	34.329	32.5258	49.4701	52.3355	49.685	46.7546	42.8537	58.5518
BOLA3	110.119	125.777	129.384	118.373	110.361	115.866	91.0974	86.7821	89.3995	92.6405	84.1669	86.7387	159.336	156.931	119.987	161.472	126.511	146.043
MOB1A	158.751	173.949	158.345	161.945	162.599	156.832	170.426	225.254	175.524	160.233	192.996	167.151	212.305	199.504	212.911	195.382	203.871	194.966
SLC4A5	1.68974	1.76811	1.8861	1.24486	1.15089	1.55886	2.10313	3.32975	2.2437	1.70344	2.77956	1.73491	3.2482	3.2931	2.94474	3.20031	2.64545	2.24602
DCTN1	55.2524	44.1873	51.3358	45.1277	39.0844	45.6948	60.6029	50.8115	59.644	57.3447	48.0216	57.5828	39.1233	28.6228	37.2683	36.357	40.7073	27.8907
C2orf81	0.731574	0.718253	0.19832	0.49089	0.568662	0.72301	0.566126	0.279644	0.202989	0.273096	0.462427	0.380556	0.121029	0.159593	0.097243	0.261752	0.0864092	0.283893
RTKN	7.88795	10.9022	12.2055	8.3109	7.84256	9.02556	6.7486	6.29735	7.20801	6.70494	5.57945	7.50772	2.30438	2.33125	2.13047	2.02718	1.85025	2.36011
MOGS	26.3415	28.3435	36.0957	19.8807	19.1874	28.881	39.0985	29.7999	31.8201	35.6865	25.1073	28.2268	21.7866	20.9001	30.5493	25.8521	26.921	20.55
CCDC142,MRPL53	43.2765	44.6857	53.4091	45.0174	47.6141	51.4222	47.5212	41.2957	46.0473	49.9269	36.8526	42.4551	47.3675	54.4569	39.1324	49.3207	34.704	49.2945
LBX2	0.0710217	0.0594326	0.18089	0.0462733	0.072607	0.0634941	0	0.0605326	0.0520218	0.189917	0	0	0.0507274	0.0441819	0.0541204	0	0.0555525	0.058794
