gene_id	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	Gene Name
XLOC_010707	HSC_LacZ	HSC_shCTCF	OK	19.9304	14.6406	-0.444993	-1.89283	0.0022	0.0133973	UPF1
XLOC_010767	HSC_LacZ	HSC_shCTCF	OK	95.7447	75.4004	-0.34462	-1.69881	0.0077	0.03723	UBA2
XLOC_010807	HSC_LacZ	HSC_shCTCF	OK	8.98803	6.30297	-0.511972	-1.73654	0.0024	0.014396	WDR62
XLOC_010853	HSC_LacZ	HSC_shCTCF	OK	0.22378	0.686599	1.61739	1.9453	0.0045	0.0241122	DLL3
XLOC_010876	HSC_LacZ	HSC_shCTCF	OK	9.12914	6.16391	-0.566633	-1.83704	0.0049	0.0258537	CYP2S1
XLOC_010888	HSC_LacZ	HSC_shCTCF	OK	1054.63	1318.68	0.322365	2.19311	0.00775	0.0374311	RPS19
XLOC_010890	HSC_LacZ	HSC_shCTCF	OK	29.4207	22.1202	-0.41147	-1.62426	0.00505	0.0264964	ARHGEF1
XLOC_010925	HSC_LacZ	HSC_shCTCF	OK	9.13857	5.98239	-0.611248	-1.85833	0.00645	0.032293	BCL3
XLOC_010928	HSC_LacZ	HSC_shCTCF	OK	32.4029	23.6104	-0.4567	-1.76103	0.0022	0.0133973	PVRL2
XLOC_010934	HSC_LacZ	HSC_shCTCF	OK	21.7092	16.3643	-0.407755	-1.47138	0.01005	0.0460693	CLPTM1
XLOC_010952	HSC_LacZ	HSC_shCTCF	OK	5.21788	3.25115	-0.682515	-1.75767	0.0091	0.0425675	CCDC61
XLOC_011006	HSC_LacZ	HSC_shCTCF	OK	69.8907	106.916	0.613302	2.24175	0.00005	0.000514911	BAX
XLOC_011020	HSC_LacZ	HSC_shCTCF	OK	15.3669	10.7588	-0.514309	-1.78167	0.002	0.0123842	ALDH16A1
XLOC_011195	HSC_LacZ	HSC_shCTCF	OK	6.00353	8.59014	0.51687	1.55609	0.0071	0.0348862	U2AF2
XLOC_011203	HSC_LacZ	HSC_shCTCF	OK	16.9411	10.5138	-0.688251	-2.43644	0.00005	0.000514911	ZNF542
XLOC_011228	HSC_LacZ	HSC_shCTCF	OK	12.5663	9.0261	-0.477388	-1.69734	0.0088	0.0414393	ZIK1
XLOC_011229	HSC_LacZ	HSC_shCTCF	OK	5.44894	3.59427	-0.600278	-1.73156	0.0065	0.0324969	ZNF530
XLOC_011258	HSC_LacZ	HSC_shCTCF	OK	0.171114	0.784598	2.197	1.67858	0.0047	0.0249855	PPAP2C
XLOC_011266	HSC_LacZ	HSC_shCTCF	OK	153.924	95.4781	-0.688979	-3.76249	0.00005	0.000514911	PRSS57
XLOC_011282	HSC_LacZ	HSC_shCTCF	OK	11.3499	7.28614	-0.639457	-2.19998	0.00015	0.00137554	TCF3
XLOC_011288	HSC_LacZ	HSC_shCTCF	OK	14.5879	8.63201	-0.757006	-2.70243	0.00005	0.000514911	BTBD2
XLOC_011296	HSC_LacZ	HSC_shCTCF	OK	3.71476	1.99504	-0.896855	-2.10047	0.00205	0.0126363	LINGO3
XLOC_011299	HSC_LacZ	HSC_shCTCF	OK	34.99	25.2257	-0.472047	-2.11558	0.00065	0.00484541	LMNB2
XLOC_011309	HSC_LacZ	HSC_shCTCF	OK	30.1612	22.6457	-0.413456	-1.52115	0.00975	0.0449774	MFSD12
XLOC_011354	HSC_LacZ	HSC_shCTCF	OK	15.7364	10.7045	-0.555885	-1.86126	0.0008	0.00577152	KHSRP,MIR3940
XLOC_011356	HSC_LacZ	HSC_shCTCF	OK	13.5423	7.00252	-0.951532	-3.42848	0.00005	0.000514911	SLC25A23
XLOC_011383	HSC_LacZ	HSC_shCTCF	OK	110.739	159.039	0.52221	3.422	0.0014	0.00921562	NDUFA7
XLOC_011387	HSC_LacZ	HSC_shCTCF	OK	7.87505	4.15667	-0.921859	-2.62866	0.00015	0.00137554	PRAM1
XLOC_011412	HSC_LacZ	HSC_shCTCF	OK	53.8296	42.0129	-0.357567	-1.6237	0.0043	0.0232439	DNMT1
XLOC_011416	HSC_LacZ	HSC_shCTCF	OK	20.8161	13.4863	-0.626204	-2.52878	0.00005	0.000514911	RAVER1
XLOC_011418	HSC_LacZ	HSC_shCTCF	OK	21.6863	16.7566	-0.372053	-1.57042	0.01055	0.0478693	TYK2
XLOC_011430	HSC_LacZ	HSC_shCTCF	OK	7.4429	4.91807	-0.597771	-1.9512	0.00105	0.0072473	KANK2
XLOC_011511	HSC_LacZ	HSC_shCTCF	OK	16.8243	11.548	-0.542897	-1.98058	0.00055	0.00420702	CHERP
XLOC_011527	HSC_LacZ	HSC_shCTCF	OK	27.7147	20.5436	-0.431963	-1.90542	0.0019	0.0118756	JAK3
XLOC_011533	HSC_LacZ	HSC_shCTCF	OK	53.3172	37.1832	-0.519952	-2.34682	0.00035	0.00286871	JUND
XLOC_011536	HSC_LacZ	HSC_shCTCF	OK	73.625	55.2617	-0.413916	-1.59633	0.00555	0.0286027	ISYNA1
XLOC_011554	HSC_LacZ	HSC_shCTCF	OK	13.4346	8.91542	-0.591581	-2.20824	0.00075	0.00546525	GMIP
XLOC_011617	HSC_LacZ	HSC_shCTCF	OK	83.7109	36.8556	-1.18353	-2.68698	0.00005	0.000514911	POLR2I
XLOC_011624	HSC_LacZ	HSC_shCTCF	OK	12.2682	8.71507	-0.49334	-1.83117	0.00165	0.0105626	ZNF260
XLOC_011685	HSC_LacZ	HSC_shCTCF	OK	10.9771	7.13555	-0.621402	-1.7836	0.0023	0.0138998	ADCK4
XLOC_011689	HSC_LacZ	HSC_shCTCF	OK	32.0799	23.961	-0.420981	-1.79262	0.0057	0.029222	TGFB1
XLOC_011706	HSC_LacZ	HSC_shCTCF	OK	68.618	91.5276	0.41562	1.79039	0.00535	0.0277693	PAFAH1B3
XLOC_011710	HSC_LacZ	HSC_shCTCF	OK	4.18177	6.18978	0.565773	1.54098	0.0108	0.0487697	CEACAM1
XLOC_011767	HSC_LacZ	HSC_shCTCF	OK	15.26	11.5303	-0.404325	-1.60931	0.0082	0.0391689	SYMPK
XLOC_011783	HSC_LacZ	HSC_shCTCF	OK	16.9364	11.2239	-0.593554	-2.0627	0.00045	0.00354882	PRKD2
XLOC_011822	HSC_LacZ	HSC_shCTCF	OK	18.1187	13.6585	-0.407685	-1.52547	0.0076	0.0368519	GYS1
XLOC_011839	HSC_LacZ	HSC_shCTCF	OK	63.4085	47.4094	-0.419503	-2.00606	0.0069	0.03409	PIH1D1
XLOC_011918	HSC_LacZ	HSC_shCTCF	OK	6.82654	4.88966	-0.481421	-1.48894	0.0098	0.045164	ZNF611
XLOC_011959	HSC_LacZ	HSC_shCTCF	OK	2.06583	1.02389	-1.01266	-1.68603	0.00335	0.0189432	DNAAF3
XLOC_011963	HSC_LacZ	HSC_shCTCF	OK	66.7567	44.459	-0.586437	-2.77426	0.00005	0.000514911	PPP6R1
XLOC_011985	HSC_LacZ	HSC_shCTCF	OK	4.83353	8.38878	0.795384	2.46862	0.00005	0.000514911	ZNF667
XLOC_012037	HSC_LacZ	HSC_shCTCF	OK	4.29761	7.19131	0.74272	2.34458	0.00035	0.00286871	RSAD2
XLOC_012053	HSC_LacZ	HSC_shCTCF	OK	19.8302	27.2013	0.455975	1.8463	0.0059	0.0300385	PQLC3
XLOC_012093	HSC_LacZ	HSC_shCTCF	OK	25.0599	17.6813	-0.503155	-2.1303	0.0007	0.00515778	EMILIN1
XLOC_012098	HSC_LacZ	HSC_shCTCF	OK	27.876	16.9616	-0.716748	-3.18949	0.00005	0.000514911	CAD
XLOC_012115	HSC_LacZ	HSC_shCTCF	OK	86.1609	63.3923	-0.442725	-2.02701	0.00025	0.00214661	PPP1CB
XLOC_012136	HSC_LacZ	HSC_shCTCF	OK	0.731761	1.4889	1.02481	2.02626	0.0008	0.00577152	RASGRP3
XLOC_012160	HSC_LacZ	HSC_shCTCF	OK	32.9551	43.0153	0.384346	1.4874	0.00945	0.043872	PPM1B
XLOC_012207	HSC_LacZ	HSC_shCTCF	OK	14.0168	20.1096	0.520729	2.00224	0.0006	0.00452841	AFTPH
XLOC_012216	HSC_LacZ	HSC_shCTCF	OK	61.4694	43.8046	-0.488787	-2.30434	0.0001	0.000961775	PLEK
XLOC_012224	HSC_LacZ	HSC_shCTCF	OK	25.0088	17.5005	-0.515042	-2.09376	0.00145	0.00948006	GMCL1
XLOC_012228	HSC_LacZ	HSC_shCTCF	OK	16.164	12.0204	-0.427295	-1.77042	0.00295	0.0170656	PCYOX1
XLOC_012245	HSC_LacZ	HSC_shCTCF	OK	10.2296	6.48733	-0.657049	-2.41256	0.00005	0.000514911	STAMBP
XLOC_012254	HSC_LacZ	HSC_shCTCF	OK	27.2312	17.9551	-0.60087	-1.98145	0.0009	0.00636826	TTC31
XLOC_012317	HSC_LacZ	HSC_shCTCF	OK	11.4782	6.8413	-0.746549	-2.63873	0.00005	0.000514911	CNNM3
XLOC_012339	HSC_LacZ	HSC_shCTCF	OK	0.446823	1.19321	1.41707	2.69296	0.0001	0.000961775	IL1R1
XLOC_012341	HSC_LacZ	HSC_shCTCF	OK	5.96905	8.77654	0.556151	1.53545	0.00875	0.0412558	IL1RL1
XLOC_012342	HSC_LacZ	HSC_shCTCF	OK	8.34119	14.6435	0.811939	3.02912	0.00005	0.000514911	IL18R1
XLOC_012389	HSC_LacZ	HSC_shCTCF	OK	9.01059	6.42698	-0.487481	-1.77376	0.00295	0.0170656	PSD4
XLOC_012400	HSC_LacZ	HSC_shCTCF	OK	34.1068	48.2896	0.501652	2.3161	0.00005	0.000514911	DDX18
XLOC_012448	HSC_LacZ	HSC_shCTCF	OK	9.65945	12.7843	0.404355	1.50054	0.0078	0.0376158	RAB3GAP1
XLOC_012452	HSC_LacZ	HSC_shCTCF	OK	3.50505	1.87842	-0.899911	-1.61768	0.0069	0.03409	LOC100507600
XLOC_012475	HSC_LacZ	HSC_shCTCF	OK	15.3741	8.90882	-0.787192	-3.04512	0.00005	0.000514911	GPD2
XLOC_012510	HSC_LacZ	HSC_shCTCF	OK	22.612	15.8036	-0.516832	-2.04156	0.00065	0.00484541	CYBRD1
XLOC_012541	HSC_LacZ	HSC_shCTCF	OK	92.4163	69.3655	-0.413928	-1.69834	0.00355	0.0198747	UBE2E3
XLOC_012551	HSC_LacZ	HSC_shCTCF	OK	4.45295	6.09558	0.453002	1.56036	0.0067	0.0332939	ITGAV
XLOC_012596	HSC_LacZ	HSC_shCTCF	OK	5.27891	3.80536	-0.472206	-1.56882	0.0101	0.0462494	FAM117B
XLOC_012649	HSC_LacZ	HSC_shCTCF	OK	7.31975	4.71443	-0.634711	-1.65598	0.0053	0.0275551	STK36
XLOC_012729	HSC_LacZ	HSC_shCTCF	OK	44.7964	35.2768	-0.344664	-1.49849	0.0093	0.0433167	LRRFIP1
XLOC_012744	HSC_LacZ	HSC_shCTCF	OK	14.1316	9.79334	-0.529049	-1.94311	0.00245	0.0146402	RNPEPL1
XLOC_012745	HSC_LacZ	HSC_shCTCF	OK	6.44069	4.09799	-0.652301	-1.68907	0.004	0.0218972	CAPN10
XLOC_012782	HSC_LacZ	HSC_shCTCF	OK	12.2874	9.06697	-0.438492	-1.62506	0.00905	0.04238	ADAM17
XLOC_012791	HSC_LacZ	HSC_shCTCF	OK	13.6763	10.469	-0.385558	-1.59135	0.00845	0.0401264	ROCK2
XLOC_012811	HSC_LacZ	HSC_shCTCF	OK	32.6066	24.2782	-0.425506	-1.85251	0.0034	0.0191784	C2orf43
XLOC_012856	HSC_LacZ	HSC_shCTCF	OK	21.7917	16.3459	-0.414855	-1.49933	0.008	0.0383983	GALNT14
XLOC_012874	HSC_LacZ	HSC_shCTCF	OK	9.44542	18.5478	0.973564	3.78276	0.00005	0.000514911	CYP1B1
XLOC_012890	HSC_LacZ	HSC_shCTCF	OK	175.726	112.412	-0.644539	-3.18256	0.00005	0.000514911	ZFP36L2
XLOC_012950	HSC_LacZ	HSC_shCTCF	OK	13.7838	19.3118	0.486503	1.5408	0.0082	0.0391689	WDR92
XLOC_012991	HSC_LacZ	HSC_shCTCF	OK	30.2602	22.6497	-0.417932	-1.61189	0.0049	0.0258537	MOGS
XLOC_013019	HSC_LacZ	HSC_shCTCF	OK	10.5	15.3835	0.550992	1.76646	0.0024	0.014396	ST3GAL5
XLOC_013052	HSC_LacZ	HSC_shCTCF	OK	0.805755	0.357316	-1.17314	-1.79864	0.0084	0.0399372	ANKRD23
XLOC_013062	HSC_LacZ	HSC_shCTCF	OK	3.31031	2.07925	-0.670904	-1.95656	0.00085	0.0060702	MGAT4A
XLOC_013075	HSC_LacZ	HSC_shCTCF	OK	17.2674	23.7237	0.458273	1.895	0.0033	0.0187197	RNF149
XLOC_013082	HSC_LacZ	HSC_shCTCF	OK	49.3427	32.3995	-0.606866	-2.51808	0.00005	0.000514911	TGFBRAP1
XLOC_013083	HSC_LacZ	HSC_shCTCF	OK	23.6905	35.1266	0.568254	1.9728	0.00075	0.00546525	FHL2
XLOC_013184	HSC_LacZ	HSC_shCTCF	OK	3.94229	6.63618	0.751319	2.55872	0.00005	0.000514911	STAM2
XLOC_013197	HSC_LacZ	HSC_shCTCF	OK	0.271137	0.62586	1.20682	1.89847	0.0024	0.014396	PLA2R1
XLOC_013278	HSC_LacZ	HSC_shCTCF	OK	9.64528	16.2073	0.74875	2.69959	0.00025	0.00214661	OSGEPL1
XLOC_013288	HSC_LacZ	HSC_shCTCF	OK	6.43053	9.26849	0.527397	1.95326	0.00145	0.00948006	STK17B
XLOC_013371	HSC_LacZ	HSC_shCTCF	OK	18.1702	12.8327	-0.501757	-1.87878	0.00455	0.0243297	NHEJ1
XLOC_013373	HSC_LacZ	HSC_shCTCF	OK	39.0992	30.0663	-0.378991	-1.67327	0.01045	0.0475086	CNPPD1
XLOC_013384	HSC_LacZ	HSC_shCTCF	OK	12.237	7.00242	-0.80533	-2.64511	0.00005	0.000514911	OBSL1
XLOC_013407	HSC_LacZ	HSC_shCTCF	OK	5.18748	3.59303	-0.529831	-1.64694	0.0082	0.0391689	SLC16A14
XLOC_013509	HSC_LacZ	HSC_shCTCF	OK	8.83441	6.79614	-0.37842	-1.54764	0.00695	0.0342913	MAVS
XLOC_013520	HSC_LacZ	HSC_shCTCF	OK	0.281449	0.680775	1.2743	1.85543	0.0069	0.03409	CHGB
XLOC_013530	HSC_LacZ	HSC_shCTCF	OK	13.0929	16.9835	0.375353	1.46453	0.00975	0.0449774	BTBD3
XLOC_013548	HSC_LacZ	HSC_shCTCF	OK	118.788	152.775	0.363029	1.94667	0.00605	0.0306513	DTD1
XLOC_013551	HSC_LacZ	HSC_shCTCF	OK	0.518793	1.68869	1.70267	3.18437	0.0001	0.000961775	SLC24A3
XLOC_013597	HSC_LacZ	HSC_shCTCF	OK	90.7636	48.2041	-0.912958	-4.40078	0.00005	0.000514911	MAPRE1
XLOC_013620	HSC_LacZ	HSC_shCTCF	OK	56.5175	35.7649	-0.660155	-2.77013	0.00005	0.000514911	ACSS2
XLOC_013623	HSC_LacZ	HSC_shCTCF	OK	13.5012	21.7832	0.690125	2.53781	0.0003	0.00251452	PROCR
XLOC_013637	HSC_LacZ	HSC_shCTCF	OK	255.009	116.134	-1.13475	-5.17521	0.00005	0.000514911	RPN2
XLOC_013655	HSC_LacZ	HSC_shCTCF	OK	3.83592	2.5474	-0.590549	-1.7286	0.0027	0.0158596	PPP1R16B
XLOC_013658	HSC_LacZ	HSC_shCTCF	OK	18.0625	28.1826	0.641805	2.75744	0.00005	0.000514911	TOP1
XLOC_013665	HSC_LacZ	HSC_shCTCF	OK	111.558	84.0768	-0.408016	-2.02912	0.00115	0.00782337	MYBL2
XLOC_013690	HSC_LacZ	HSC_shCTCF	OK	368.709	496.596	0.429591	1.90123	0.001	0.00695847	UBE2C
XLOC_013706	HSC_LacZ	HSC_shCTCF	OK	177.198	142.442	-0.314985	-1.46071	0.0088	0.0414393	CSE1L
XLOC_013764	HSC_LacZ	HSC_shCTCF	OK	27.6131	18.8355	-0.5519	-2.09231	0.00015	0.00137554	SLCO4A1
XLOC_013767	HSC_LacZ	HSC_shCTCF	OK	17.5333	11.5338	-0.604235	-2.23313	0.0009	0.00636826	OGFR
XLOC_013771	HSC_LacZ	HSC_shCTCF	OK	24.8173	16.9817	-0.547365	-2.23369	0.0006	0.00452841	SLC17A9
XLOC_013921	HSC_LacZ	HSC_shCTCF	OK	13.5708	8.26909	-0.714702	-2.84173	0.00005	0.000514911	PLAGL2
XLOC_013922	HSC_LacZ	HSC_shCTCF	OK	21.8665	13.348	-0.712097	-2.97033	0.00005	0.000514911	C20orf112
XLOC_013940	HSC_LacZ	HSC_shCTCF	OK	44.4138	57.5993	0.375044	1.51594	0.0083	0.0395586	EDEM2
XLOC_014013	HSC_LacZ	HSC_shCTCF	OK	18.5956	13.2979	-0.483766	-1.78368	0.0016	0.0102984	SLC13A3,TP53RK
XLOC_014015	HSC_LacZ	HSC_shCTCF	OK	1.16883	2.20613	0.91645	1.94865	0.0007	0.00515778	SULF2
XLOC_014016	HSC_LacZ	HSC_shCTCF	OK	9.00685	5.59596	-0.686636	-2.57687	0.00005	0.000514911	PREX1
XLOC_014029	HSC_LacZ	HSC_shCTCF	OK	12.4486	8.57012	-0.538594	-2.11373	0.00015	0.00137554	NFATC2
XLOC_014031	HSC_LacZ	HSC_shCTCF	OK	5.19843	3.84968	-0.433336	-1.51929	0.0106	0.0480525	ATP9A
XLOC_014034	HSC_LacZ	HSC_shCTCF	OK	2.10697	3.18406	0.595701	1.70985	0.00535	0.0277693	ZNF217
XLOC_014040	HSC_LacZ	HSC_shCTCF	OK	53.6823	69.9512	0.381901	1.57304	0.0063	0.0316815	AURKA
XLOC_014074	HSC_LacZ	HSC_shCTCF	OK	35.2189	24.2011	-0.541278	-2.38519	0.00015	0.00137554	YTHDF1
XLOC_014090	HSC_LacZ	HSC_shCTCF	OK	10.4795	7.11157	-0.55933	-1.8229	0.00545	0.0281808	SAMD10
XLOC_014091	HSC_LacZ	HSC_shCTCF	OK	11.8828	5.67478	-1.06624	-3.27899	0.00005	0.000514911	SOX18
XLOC_014092	HSC_LacZ	HSC_shCTCF	OK	81.5401	58.802	-0.471644	-1.92492	0.00105	0.0072473	RGS19
XLOC_014124	HSC_LacZ	HSC_shCTCF	OK	8.1131	11.6244	0.518829	1.86138	0.0017	0.0108291	BACH1
XLOC_014149	HSC_LacZ	HSC_shCTCF	OK	49.5909	29.8984	-0.730009	-3.33138	0.00005	0.000514911	SON
XLOC_014168	HSC_LacZ	HSC_shCTCF	OK	2.02964	3.0374	0.581613	1.54489	0.0077	0.03723	DYRK1A
XLOC_014205	HSC_LacZ	HSC_shCTCF	OK	108.155	79.2094	-0.449353	-2.00483	0.0004	0.00321384	PFKL
XLOC_014238	HSC_LacZ	HSC_shCTCF	OK	17.2781	13.0718	-0.402487	-1.62855	0.00905	0.04238	HSPA13
XLOC_014239	HSC_LacZ	HSC_shCTCF	OK	52.0281	72.946	0.487538	2.01646	0.0006	0.00452841	SAMSN1
XLOC_014386	HSC_LacZ	HSC_shCTCF	OK	114.334	81.1587	-0.494434	-2.25519	0.00005	0.000514911	LSS
XLOC_014417	HSC_LacZ	HSC_shCTCF	OK	2.6925	1.59641	-0.754114	-1.69635	0.0043	0.0232439	ZDHHC8
XLOC_014429	HSC_LacZ	HSC_shCTCF	OK	11.2233	7.56161	-0.569726	-2.1089	0.00055	0.00420702	LZTR1
XLOC_014452	HSC_LacZ	HSC_shCTCF	OK	22.3907	14.6934	-0.607733	-2.60697	0.00005	0.000514911	BCR
XLOC_014457	HSC_LacZ	HSC_shCTCF	OK	74.1809	53.2513	-0.47823	-2.01565	0.0034	0.0191784	SMARCB1
XLOC_014493	HSC_LacZ	HSC_shCTCF	OK	193.235	131.408	-0.556296	-2.54484	0.00005	0.000514911	EWSR1
XLOC_014523	HSC_LacZ	HSC_shCTCF	OK	130.072	82.2901	-0.660519	-2.88285	0.00005	0.000514911	FBXO7
XLOC_014531	HSC_LacZ	HSC_shCTCF	OK	219.886	174.588	-0.332803	-1.72213	0.0063	0.0316815	MCM5
XLOC_014541	HSC_LacZ	HSC_shCTCF	OK	7.91218	5.41631	-0.546765	-1.76608	0.00605	0.0306513	CYTH4
XLOC_014544	HSC_LacZ	HSC_shCTCF	OK	5.94762	3.70438	-0.683079	-1.93725	0.00255	0.0151332	SH3BP1
XLOC_014561	HSC_LacZ	HSC_shCTCF	OK	11.2258	7.47213	-0.587224	-2.22549	0.00045	0.00354882	GTPBP1
XLOC_014567	HSC_LacZ	HSC_shCTCF	OK	3.69247	8.96285	1.27937	2.4993	0.00005	0.000514911	APOBEC3H
XLOC_014620	HSC_LacZ	HSC_shCTCF	OK	31.89	24.0463	-0.407292	-1.55793	0.0072	0.0352825	FBLN1
XLOC_014631	HSC_LacZ	HSC_shCTCF	OK	4.91043	3.35306	-0.55037	-1.6613	0.0069	0.03409	GRAMD4
XLOC_014664	HSC_LacZ	HSC_shCTCF	OK	69.7059	95.2004	0.449687	1.84617	0.00145	0.00948006	ATP6V1E1
XLOC_014694	HSC_LacZ	HSC_shCTCF	OK	18.0628	12.9523	-0.479819	-2.03374	0.00065	0.00484541	PI4KA
XLOC_014704	HSC_LacZ	HSC_shCTCF	OK	53.4045	40.9089	-0.384549	-1.81254	0.00345	0.0194119	PPM1F
XLOC_014708	HSC_LacZ	HSC_shCTCF	OK	0.319652	1.42354	2.15491	2.70871	0.00005	0.000514911	PRAME
XLOC_014713	HSC_LacZ	HSC_shCTCF	OK	22.4355	7.19146	-1.64143	-3.71465	0.00005	0.000514911	IGLL1
XLOC_014718	HSC_LacZ	HSC_shCTCF	OK	27.6854	7.14094	-1.95494	-3.83835	0.00005	0.000514911	CHCHD10
XLOC_014726	HSC_LacZ	HSC_shCTCF	OK	2.62308	1.28116	-1.03381	-1.97396	0.0009	0.00636826	GGT5
XLOC_014750	HSC_LacZ	HSC_shCTCF	OK	41.0926	32.1194	-0.355433	-1.53372	0.00665	0.0330961	AP1B1
XLOC_014773	HSC_LacZ	HSC_shCTCF	OK	11.7126	7.46186	-0.650458	-2.21812	0.00075	0.00546525	PLA2G3
XLOC_014776	HSC_LacZ	HSC_shCTCF	OK	16.8572	11.7082	-0.525848	-1.87189	0.0009	0.00636826	PATZ1
XLOC_014791	HSC_LacZ	HSC_shCTCF	OK	5.03954	3.5203	-0.517595	-1.697	0.0033	0.0187197	RBFOX2
XLOC_014795	HSC_LacZ	HSC_shCTCF	OK	80.0161	63.2415	-0.339419	-1.62421	0.00605	0.0306513	MYH9
XLOC_014810	HSC_LacZ	HSC_shCTCF	OK	147.204	80.2474	-0.875288	-3.87569	0.00005	0.000514911	MFNG
XLOC_014824	HSC_LacZ	HSC_shCTCF	OK	18.8411	28.9249	0.618426	2.44478	0.0001	0.000961775	DDX17
XLOC_014848	HSC_LacZ	HSC_shCTCF	OK	9.27672	6.22089	-0.576493	-2.07266	0.0006	0.00452841	TOB2
XLOC_014869	HSC_LacZ	HSC_shCTCF	OK	30.8436	22.8897	-0.430269	-1.68416	0.0034	0.0191784	ARFGAP3
XLOC_014873	HSC_LacZ	HSC_shCTCF	OK	66.0789	49.8966	-0.405248	-1.90171	0.0022	0.0133973	TTLL12
XLOC_014900	HSC_LacZ	HSC_shCTCF	OK	41.2114	26.5904	-0.632139	-2.61529	0.00005	0.000514911	MLC1
XLOC_014901	HSC_LacZ	HSC_shCTCF	OK	8.51893	5.1885	-0.715355	-2.60044	0.00005	0.000514911	TUBGCP6
XLOC_014905	HSC_LacZ	HSC_shCTCF	OK	8.76619	5.86716	-0.579287	-2.17479	0.0004	0.00321384	PLXNB2
XLOC_014919	HSC_LacZ	HSC_shCTCF	OK	3.60384	6.06146	0.750132	2.30142	0.00015	0.00137554	LRRN1
XLOC_014938	HSC_LacZ	HSC_shCTCF	OK	8.13269	5.08538	-0.677377	-1.8192	0.00155	0.0100287	IL17RC
XLOC_014943	HSC_LacZ	HSC_shCTCF	OK	11.0875	15.7609	0.507413	1.94105	0.0008	0.00577152	VHL
XLOC_014966	HSC_LacZ	HSC_shCTCF	OK	17.8262	12.02	-0.568564	-2.38841	0.00005	0.000514911	FGD5
XLOC_014985	HSC_LacZ	HSC_shCTCF	OK	354.133	457.162	0.368412	1.70822	0.00335	0.0189432	RPL15
XLOC_015014	HSC_LacZ	HSC_shCTCF	OK	8.43024	12.7383	0.595533	2.20225	0.00025	0.00214661	ITGA9
XLOC_015025	HSC_LacZ	HSC_shCTCF	OK	11.6983	8.53767	-0.45438	-1.48904	0.0091	0.0425675	EXOG
XLOC_015039	HSC_LacZ	HSC_shCTCF	OK	8.82333	6.20037	-0.508969	-1.47458	0.0103	0.0469751	ZNF620
XLOC_015043	HSC_LacZ	HSC_shCTCF	OK	2.39087	1.38671	-0.785864	-1.56032	0.00605	0.0306513	VIPR1
XLOC_015107	HSC_LacZ	HSC_shCTCF	OK	125.503	92.1922	-0.445008	-2.22998	0.00035	0.00286871	APEH
XLOC_015158	HSC_LacZ	HSC_shCTCF	OK	10.4653	6.8678	-0.607699	-2.22664	0.00025	0.00214661	SLMAP
XLOC_015219	HSC_LacZ	HSC_shCTCF	OK	8.05123	11.2616	0.484129	1.59423	0.00625	0.0314774	ST3GAL6
XLOC_015276	HSC_LacZ	HSC_shCTCF	OK	20.7777	13.8018	-0.590175	-2.23134	0.0002	0.00176911	POGLUT1
XLOC_015292	HSC_LacZ	HSC_shCTCF	OK	128.337	175.887	0.454707	2.70587	0.0015	0.00975789	FAM162A
XLOC_015301	HSC_LacZ	HSC_shCTCF	OK	0.335911	0.726876	1.11363	1.60558	0.0085	0.0403109	KALRN
XLOC_015313	HSC_LacZ	HSC_shCTCF	OK	191.122	147.34	-0.375345	-1.73626	0.00235	0.014152	MCM2
XLOC_015314	HSC_LacZ	HSC_shCTCF	OK	9.38208	14.1497	0.59279	2.07067	0.0019	0.0118756	PODXL2
XLOC_015356	HSC_LacZ	HSC_shCTCF	OK	4.36128	7.26854	0.736915	1.72999	0.0029	0.016821	SLC35G2
XLOC_015384	HSC_LacZ	HSC_shCTCF	OK	11.8292	16.8026	0.506327	1.87225	0.00115	0.00782337	C3orf58
XLOC_015388	HSC_LacZ	HSC_shCTCF	OK	3.90951	7.20649	0.882308	2.38084	0.0007	0.00515778	CPA3
XLOC_015417	HSC_LacZ	HSC_shCTCF	OK	6.48876	14.314	1.14141	3.36498	0.00005	0.000514911	PTX3
XLOC_015426	HSC_LacZ	HSC_shCTCF	OK	9.67985	15.3447	0.664685	2.41526	0.00015	0.00137554	C3orf80
XLOC_015541	HSC_LacZ	HSC_shCTCF	OK	66.2428	51.0064	-0.377085	-1.51466	0.00885	0.0416298	FYTTD1
XLOC_015564	HSC_LacZ	HSC_shCTCF	OK	10.3931	6.37603	-0.704896	-2.30236	0.00005	0.000514911	PRRT3
XLOC_015583	HSC_LacZ	HSC_shCTCF	OK	43.0793	31.5067	-0.45134	-2.10237	0.00015	0.00137554	NUP210
XLOC_015586	HSC_LacZ	HSC_shCTCF	OK	26.9997	35.3761	0.389831	1.62893	0.00435	0.0234594	XPC
XLOC_015598	HSC_LacZ	HSC_shCTCF	OK	13.0929	7.53289	-0.79751	-2.77016	0.00005	0.000514911	DPH3
XLOC_015599	HSC_LacZ	HSC_shCTCF	OK	55.7557	41.9534	-0.410332	-1.91335	0.0025	0.0148857	RFTN1
XLOC_015664	HSC_LacZ	HSC_shCTCF	OK	2.85521	1.7786	-0.682858	-2.07309	0.00035	0.00286871	FYCO1
XLOC_015678	HSC_LacZ	HSC_shCTCF	OK	35.706	28.0028	-0.350599	-1.58602	0.00975	0.0449774	SCAP
