attrib_name,average surv>24 months,average surv<24 months,log2FC stratified by survival
ZNF346,0.008247013,-0.021992291,-0.030239304
PDHX,0.037259922,0.006919133,-0.030340789
LOC493754,-0.005439474,-0.035791359,-0.030351886
WDR70,0.020718457,-0.009658778,-0.030377235
UTRN,0.064440007,0.034046311,-0.030393696
C1orf200,0.023953236,-0.006448904,-0.030402141
LIMCH1,0.329647617,0.299242787,-0.030404831
ARIH2,0.014098684,-0.016330874,-0.030429558
MICA,0.02943542,-0.0010757,-0.03051112
SLC15A1,0.024545235,-0.005966194,-0.030511428
MKKS,0.013924538,-0.016605844,-0.030530381
PAFAH1B2,0.014393101,-0.016180561,-0.030573662
C9orf80,0.043036095,0.012402187,-0.030633909
RMST,0.022167141,-0.008486625,-0.030653766
HFE2,0.054831259,0.024173042,-0.030658217
SLC2A7,0.015497582,-0.01519912,-0.030696702
LARP4,0.058754765,0.028027805,-0.03072696
ZNF266,0.032245804,0.001498856,-0.030746948
PGAM5,-0.02320889,-0.053975264,-0.030766374
TRIM46,-0.090652916,-0.121423357,-0.03077044
FAM76B,0.04021106,0.009438409,-0.03077265
METTL4,0.055048044,0.024267333,-0.030780711
UNKL,0.018853521,-0.011943741,-0.030797262
SLC25A17,0.022462731,-0.008382177,-0.030844909
PMCHL2,0.024667105,-0.006202336,-0.030869441
WDFY1,0.038354765,0.007481681,-0.030873084
PRKAB1,0.015299716,-0.015577567,-0.030877282
ARPC3,0.017175178,-0.013702895,-0.030878073
UTP6,0.005216038,-0.025675848,-0.030891886
C2orf53,0.010390896,-0.020510373,-0.030901269
CER1,0.081467319,0.050532129,-0.030935189
MAN2A2,-0.011541607,-0.042482545,-0.030940938
SNW1,0.025463976,-0.005508045,-0.030972021
FAM167A,0.113346195,0.08236742,-0.030978775
ERICH1,0.009907539,-0.021090152,-0.030997691
FLJ33630,0.029775427,-0.001222363,-0.03099779
LOC374443,0.084999218,0.053997744,-0.031001473
TBCCD1,0.02396931,-0.007042448,-0.031011758
SPATA3,0.013669844,-0.017346026,-0.03101587
CYP4Z2P,0.008888229,-0.022137943,-0.031026172
FAM32A,0.010257681,-0.020811928,-0.031069609
GPATCH8,0.034249858,0.003156309,-0.031093548
TRMT12,0.012304979,-0.018792143,-0.031097121
CNOT1,0.030792568,-0.00032391,-0.031116478
CASP4,0.026658606,-0.004459206,-0.031117812
HMBS,0.085790612,0.054670674,-0.031119937
GALP,0.008536238,-0.022587494,-0.031123731
LOC100128292,-0.003993599,-0.035127377,-0.031133778
BCYRN1,0.032796195,0.001636957,-0.031159238
LRRC3B,0.065966216,0.034768221,-0.031197995
CYP4F8,0.012725249,-0.018475115,-0.031200363
KRT3,0.031570128,0.000365322,-0.031204806
ANKRD10,-0.000860171,-0.032071364,-0.031211194
RPS21,0.018419559,-0.012797445,-0.031217004
BAG1,-0.014241252,-0.045466192,-0.03122494
UBE2D3,0.031183926,-4.56E-05,-0.031229564
GABRG1,0.106033144,0.074767273,-0.031265871
GCA,0.05542941,0.024159404,-0.031270005
RPLP0,0.009232112,-0.022045418,-0.03127753
CLK4,0.063668314,0.032234746,-0.031433569
PLCZ1,0.01286611,-0.018591193,-0.031457303
PREP,0.000527916,-0.030960304,-0.03148822
C22orf34,0.041212873,0.009700468,-0.031512405
DHX35,-0.001777987,-0.033291242,-0.031513255
PTPN4,0.065540469,0.034014463,-0.031526006
MMP13,0.142744701,0.111173956,-0.031570745
WDHD1,0.055770164,0.024168305,-0.031601859
GAPT,0.012009353,-0.019614131,-0.031623484
FLJ45244,-0.064736984,-0.096366478,-0.031629494
CAPRIN1,0.021271373,-0.010374931,-0.031646303
TMEM59,0.027833499,-0.003837177,-0.031670676
SNORD116-20,0.172238087,0.140527901,-0.031710185
PABPC1,0.017293528,-0.014446658,-0.031740186
WRB,0.018330192,-0.013477688,-0.03180788
OR4N2,0.017735989,-0.014082125,-0.031818114
LRPAP1,-0.044003414,-0.075886792,-0.031883378
SPAG9,0.039784673,0.007892769,-0.031891903
CLEC1A,0.153214723,0.121304976,-0.031909747
CYP4Z1,0.032353378,0.000441321,-0.031912057
COX11,0.033718172,0.001806084,-0.031912088
TSFM,0.013250996,-0.018666318,-0.031917314
PMAIP1,0.031748364,-0.000182015,-0.031930379
FOXK2,0.001612304,-0.030340953,-0.031953258
OR52B2,-0.0075117,-0.039524911,-0.032013211
ASB15,0.020704552,-0.01142912,-0.032133672
KIF4B,0.15168005,0.119539714,-0.032140336
ZNF343,0.030165256,-0.001991976,-0.032157232
FAM168B,0.016702525,-0.015468812,-0.032171337
SNORA14A,0.024844595,-0.007330342,-0.032174937
NRN1,0.138742781,0.106548425,-0.032194356
ANAPC5,-0.000129267,-0.032359775,-0.032230508
ZNF79,0.020110882,-0.012174582,-0.032285464
PRPF8,-0.01282564,-0.045118532,-0.032292891
IFNA14,0.006590043,-0.025719946,-0.032309988
FRAS1,0.2239516,0.191613733,-0.032337868
GPR151,-0.013213762,-0.045558985,-0.032345223
EIF5B,0.026908997,-0.005463611,-0.032372608
ZIC1,0.044859886,0.012481749,-0.032378138
C20orf30,0.016638265,-0.015760007,-0.032398271
PSKH1,-0.001083215,-0.033482921,-0.032399706
NSF,0.019462269,-0.012952546,-0.032414815
GREM2,0.051645697,0.019216821,-0.032428876
LIPM,0.018608962,-0.013843895,-0.032452857
FAM193A,0.006503841,-0.02595597,-0.03245981
LPAR2,-0.011233606,-0.043694241,-0.032460635
SERBP1,0.030448898,-0.002052425,-0.032501322
SNRPD2,0.019195733,-0.013308569,-0.032504301
CHRNB2,0.034005761,0.001487838,-0.032517923
CA9,0.032609282,6.59E-05,-0.032543392
ADIG,0.017848826,-0.014742764,-0.032591591
LOC348926,-0.034157646,-0.066756361,-0.032598715
G6PC3,-0.041876316,-0.074501353,-0.032625037
HLA-L,0.082491572,0.049778979,-0.032712593
C1orf84,0.076011273,0.04327819,-0.032733083
CFB,0.075101707,0.042342559,-0.032759148
FSHR,0.018997155,-0.013773587,-0.032770742
LOC648691,0.050361415,0.017585894,-0.032775522
NFU1,-0.002555228,-0.03534133,-0.032786102
C12orf12,0.014905405,-0.017910168,-0.032815573
TPD52L3,0.015871515,-0.016946668,-0.032818183
C18orf20,0.024437376,-0.008383288,-0.032820663
SF3B1,0.031307788,-0.001531067,-0.032838855
ZFAND2A,-0.010398044,-0.043241596,-0.032843552
BTG4,0.013596124,-0.019268084,-0.032864208
PSG7,0.033310846,0.000410356,-0.03290049
KLRAQ1,0.009822226,-0.023086286,-0.032908513
PRMT3,0.024071373,-0.008861946,-0.032933318
DNAJC25-GNG10,0.003018172,-0.029938836,-0.032957008
SRRM3,0.005708073,-0.027264596,-0.032972668
TMEM55A,0.091676316,0.058685525,-0.03299079
FAM161B,-0.025824609,-0.058819339,-0.03299473
C1orf182,0.006125107,-0.026919401,-0.033044508
ZSCAN18,0.008049467,-0.025007422,-0.033056889
GNA13,0.044015434,0.010956818,-0.033058616
SCN1B,0.10038069,0.067267095,-0.033113595
LOC100125556,-0.016863727,-0.049986657,-0.03312293
FAM114A2,0.039496622,0.006353733,-0.033142889
PLA2G10,0.007472546,-0.025676967,-0.033149513
ACSM2B,0.013393385,-0.019840566,-0.033233952
ZNF569,0.043502205,0.010256914,-0.03324529
SLC16A5,-0.068083748,-0.101348778,-0.033265029
OR5H2,0.015642674,-0.017633967,-0.033276642
TAF12,0.015805014,-0.017475985,-0.033280999
ACRBP,-0.019964972,-0.053248543,-0.033283572
FAM35B,0.017981152,-0.015346017,-0.03332717
HOXC9,0.064672297,0.031342638,-0.033329659
PON3,0.048190078,0.01485805,-0.033332028
OR2B3,0.019869772,-0.013463206,-0.033332978
RPL41,0.000212767,-0.033160925,-0.033373691
CEACAM8,0.201217176,0.167838906,-0.03337827
ZCCHC7,0.021136415,-0.012242609,-0.033379024
OR11H6,0.04619399,0.012798897,-0.033395093
C8orf48,0.046911095,0.013502878,-0.033408218
LOC647309,0.012482717,-0.020954163,-0.03343688
C4orf17,0.009928983,-0.023516176,-0.033445159
CA5A,0.012850747,-0.020631857,-0.033482604
THOC4,0.002601885,-0.03094383,-0.033545715
PTRH2,0.012137838,-0.021413318,-0.033551156
ADAMTS13,-0.059549644,-0.093109455,-0.033559811
GCC1,-0.010444026,-0.044005121,-0.033561095
SYCP3,0.011608179,-0.021956168,-0.033564347
PCF11,0.022756757,-0.010811625,-0.033568382
KIAA0090,0.01159143,-0.021991855,-0.033583285
PRR3,0.018986451,-0.014598181,-0.033584632
FASTK,-0.046333073,-0.07994072,-0.033607647
FOXJ1,0.109604908,0.075996143,-0.033608765
14-Sep,0.042179196,0.008560336,-0.03361886
AP3M2,0.044420092,0.010737145,-0.033682947
SLC35A1,0.037922866,0.004230851,-0.033692016
MORN5,-0.001857006,-0.035568746,-0.03371174
PXDNL,0.039221302,0.005423235,-0.033798067
PPM1K,0.047564403,0.013734027,-0.033830375
C7orf59,-0.040397119,-0.074259061,-0.033861941
SENP3,-0.009270946,-0.043153338,-0.033882392
CCDC108,0.048025853,0.014107415,-0.033918438
INS-IGF2,0.014391607,-0.019603236,-0.033994844
C14orf102,0.0092101,-0.024784948,-0.033995048
PPP6C,0.041569915,0.007547227,-0.034022688
METTL11B,0.016564865,-0.017459086,-0.034023951
DUT,0.027396657,-0.00665335,-0.034050007
BNIP1,0.015144168,-0.018927471,-0.034071639
RNF181,0.016037624,-0.018044857,-0.034082482
MID2,0.101964616,0.067796506,-0.03416811
MS4A10,0.015240541,-0.018945284,-0.034185824
ANKDD1A,0.034497084,0.000310396,-0.034186688
KIAA0494,0.037206828,0.003007538,-0.034199289
LRRC29,-0.028004516,-0.062276312,-0.034271796
KCTD3,0.01638197,-0.017898482,-0.034280452
OXSM,0.013109815,-0.021171644,-0.034281459
PRM3,0.012835669,-0.021471016,-0.034306685
GRN,0.015273151,-0.019085326,-0.034358476
CUL9,-0.013859851,-0.048243077,-0.034383227
B3GNT2,0.03739175,0.003003848,-0.034387902
SHMT2,0.02599591,-0.008433554,-0.034429465
RPL35,0.001762767,-0.03270799,-0.034470756
ARF5,-0.035156757,-0.069673745,-0.034516988
TAF4,0.038980228,0.004441139,-0.034539088
COG8,0.004277596,-0.030270106,-0.034547702
WDR47,0.040005334,0.00539836,-0.034606974
SLC28A1,0.02490096,-0.009789615,-0.034690575
KCNK16,0.025315434,-0.009391498,-0.034706932
CDH8,0.03098574,-0.003726324,-0.034712064
EXOSC8,0.027434495,-0.007485844,-0.034920339
ING2,0.015017141,-0.019918775,-0.034935915
SYNPO,0.091333001,0.056392106,-0.034940895
C2orf69,0.037655868,0.002710425,-0.034945443
CDC6,0.041997368,0.007050432,-0.034946936
ARHGAP11B,0.056840434,0.021881787,-0.034958647
EXOSC6,-0.01193101,-0.046903653,-0.034972643
RPP14,0.020009388,-0.014970293,-0.034979681
WDR67,0.065895021,0.03089545,-0.034999571
DCST1,-0.001464794,-0.036534318,-0.035069524
XAGE1D,0.086309744,0.051238743,-0.035071001
AMY2B,0.009139438,-0.025939082,-0.035078521
C21orf58,0.021775782,-0.013309865,-0.035085648
DHX57,0.061294737,0.026192474,-0.035102263
RANBP6,0.012480903,-0.022672619,-0.035153522
SLED1,0.035632148,0.000446147,-0.035186001
TRIM60,0.015046159,-0.020143762,-0.035189921
MYST2,0.03351643,-0.001694787,-0.035211217
MRPL48,0.044668065,0.00945459,-0.035213476
FAM180A,0.028824716,-0.006451257,-0.035275973
WDR92,0.023734246,-0.011602965,-0.035337211
C6orf138,0.145840469,0.110462714,-0.035377755
ZNF643,0.061815825,0.0264272,-0.035388625
NEURL2,-0.056902454,-0.092310237,-0.035407783
MTCH2,0.011824929,-0.023602848,-0.035427777
GPR137C,0.112246479,0.076808088,-0.035438392
GTF3A,0.000701209,-0.034743396,-0.035444605
CACNA1G,0.009751494,-0.025738024,-0.035489518
RGS12,0.010728236,-0.024767467,-0.035495703
NOP16,-0.013443599,-0.048961118,-0.035517519
WDR6,-0.016679267,-0.0522261,-0.035546833
OR1F2P,0.039401422,0.003840899,-0.035560523
ANO4,0.039045555,0.003464519,-0.035581036
CYB5RL,0.009503663,-0.026089276,-0.035592939
FANCB,0.067272831,0.031679516,-0.035593314
NSD1,0.033278876,-0.002342738,-0.035621614
GPR89B,-0.024588158,-0.060211894,-0.035623737
PRMT6,0.034867532,-0.000756771,-0.035624303
ZNF674,0.047138087,0.01151357,-0.035624517
CACNA1B,0.06015192,0.024516479,-0.035635441
TMPRSS12,0.078761913,0.043110547,-0.035651366
PRSS30P,0.001599893,-0.034052281,-0.035652174
OR4D1,0.020625925,-0.015050443,-0.035676367
C1orf216,-0.040336629,-0.076020293,-0.035683664
RPS11,0.037613976,0.001926118,-0.035687857
CXorf30,0.016511309,-0.019206755,-0.035718063
ACYP1,0.019812411,-0.015931417,-0.035743828
LOC339240,0.011401529,-0.024361983,-0.035763512
NCSTN,-0.00797123,-0.043734987,-0.035763757
HSF4,-0.070241856,-0.106022972,-0.035781116
DAAM2,0.235960917,0.200163886,-0.035797031
ARV1,0.053333428,0.017535936,-0.035797492
SCAI,0.057420982,0.021607015,-0.035813967
RAD1,0.043526422,0.007691474,-0.035834948
KPNA1,0.044877134,0.00898242,-0.035894713
SNORA36B,0.027872048,-0.008025969,-0.035898018
CEACAM18,0.013096159,-0.022844179,-0.035940338
CHFR,-0.003774929,-0.039739522,-0.035964593
RARS,0.03078293,-0.005185272,-0.035968203
AGL,0.051295164,0.015313111,-0.035982052
RHOD,0.096514865,0.060526153,-0.035988712
PRSS8,0.005262624,-0.030732575,-0.0359952
SLC6A15,0.0157617,-0.020243274,-0.036004973
SNORA71B,-0.026550071,-0.062559793,-0.036009722
ALX3,-0.021719452,-0.057732945,-0.036013493
C12orf54,0.03407877,-0.001934766,-0.036013536
SACS,0.049172582,0.013127636,-0.036044946
PLAGL2,0.012972866,-0.023092259,-0.036065125
AKAP14,0.023349111,-0.012736969,-0.03608608
HELZ,0.052095519,0.016003245,-0.036092274
C3orf62,-0.011557504,-0.047669515,-0.036112011
C20orf56,0.031736344,-0.004385669,-0.036122013
WLS,0.336031615,0.299903048,-0.036128567
SURF2,-0.011156472,-0.047320778,-0.036164305
CCDC115,0.003909033,-0.032264812,-0.036173845
C16orf55,-0.001315576,-0.037521616,-0.03620604
WDR85,-0.008883393,-0.045154073,-0.036270681
CTCFL,0.051042568,0.014750585,-0.036291983
TFAM,0.034495057,-0.001846607,-0.036341664
FRMD3,0.153760171,0.117414252,-0.036345918
CWC22,0.058299075,0.02194875,-0.036350325
NOP14,0.004112589,-0.032307162,-0.036419751
MTERFD3,0.080877774,0.044451998,-0.036425776
GTF2H1,0.034667319,-0.001760195,-0.036427514
PDCD11,0.000443314,-0.036022414,-0.036465728
GALNT14,0.09344808,0.056977812,-0.036470268
CUL7,0.000268243,-0.036207778,-0.036476021
MOSPD2,0.048531863,0.012044452,-0.036487412
CERK,0.024474964,-0.012020275,-0.03649524
TMEM82,0.003516927,-0.032984615,-0.036501542
FAM7A2,-0.028971124,-0.065513806,-0.036542683
C18orf21,0.037074147,0.000522452,-0.036551695
DPH1,-0.033032859,-0.069610986,-0.036578127
RBBP8,0.033036558,-0.003543534,-0.036580092
C5orf49,0.014078485,-0.022517535,-0.036596021
LYZ,0.063873826,0.027263666,-0.036610161
NOP58,0.032977027,-0.003638123,-0.03661515
VDAC3,0.022516927,-0.014102081,-0.036619008
ACCSL,0.040599467,0.003971953,-0.036627513
JRKL,0.031252347,-0.005395772,-0.036648119
POU2AF1,0.102655654,0.066005499,-0.036650156
LOC399815,0.090073364,0.053355468,-0.036717896
CHURC1,0.019252738,-0.017511475,-0.036764214
SNRNP27,0.047236984,0.010412423,-0.036824561
ATG4C,0.024625498,-0.012212716,-0.036838214
IFNAR1,0.042392141,0.00553534,-0.036856801
LEFTY2,0.074436238,0.037547999,-0.036888239
SLC27A3,-0.021264865,-0.058213055,-0.03694819
OR52H1,0.031312589,-0.005639973,-0.036952562
MEIG1,0.035659602,-0.001296992,-0.036956594
TMC3,0.023438336,-0.013524217,-0.036962553
KRTAP7-1,0.017507361,-0.019474426,-0.036981788
SDCCAG1,0.035785526,-0.001289792,-0.037075318
KIAA0415,-0.051074538,-0.088156566,-0.037082029
LHFPL4,0.03371298,-0.003421108,-0.037134088
MYH16,0.000452525,-0.036739678,-0.037192202
C10orf137,0.040395733,0.003146357,-0.037249376
C20orf144,-0.009160028,-0.046444073,-0.037284045
FUS,-0.000333677,-0.037618518,-0.037284841
ANP32B,0.072747795,0.035456267,-0.037291528
KIAA0182,0.015406081,-0.021914779,-0.03732086
C9orf40,0.052839865,0.015515147,-0.037324718
DNAJC7,0.038339011,0.000991457,-0.037347555
GDF5,-0.006440327,-0.043838683,-0.037398356
PRDM10,0.023010953,-0.014426892,-0.037437845
ATXN1L,0.018049716,-0.019389836,-0.037439552
FSHB,-0.000204872,-0.037651125,-0.037446253
WDTC1,0.003711558,-0.033809245,-0.037520803
GAPVD1,0.038483606,0.000923417,-0.037560189
MORN3,-0.058567674,-0.09615353,-0.037585856
TMEM151B,0.019695092,-0.017900993,-0.037596086
RNF149,0.050102489,0.012492958,-0.037609531
PPP1R15B,0.028264545,-0.009346965,-0.037611509
C15orf53,0.07527973,0.037637575,-0.037642154
OR2F1,0.024753912,-0.012889175,-0.037643087
CD164L2,0.031125818,-0.006525088,-0.037650906
CD9,0.0499766,0.012314906,-0.037661694
KIF4A,0.125338976,0.087636952,-0.037702024
PUM1,0.023552098,-0.014157872,-0.03770997
ZNF718,-0.000166643,-0.037887941,-0.037721298
EFHA1,0.027865078,-0.009875923,-0.037741001
GRIA1,-0.000772546,-0.038517187,-0.037744641
METTL3,0.008565256,-0.029189837,-0.037755093
TMEM45B,0.038311451,0.000547895,-0.037763556
SGCB,0.127491572,0.089696809,-0.037794763
ZC3H18,0.005208179,-0.032615813,-0.037823992
GINS2,0.037672155,-0.000163301,-0.037835456
DIO1,0.057396017,0.01955674,-0.037839277
DCAF6,0.046651814,0.008811877,-0.037839937
INPP5E,-0.025612411,-0.063460735,-0.037848324
CCNB1IP1,-0.001293954,-0.03915093,-0.037856975
C1orf97,-0.048909104,-0.086811219,-0.037902115
TGFBRAP1,0.017017674,-0.020904208,-0.037921882
C15orf42,0.080618741,0.042672599,-0.037946142
C22orf30,0.038390647,0.000408064,-0.037982583
SCARNA23,0.014452987,-0.023530467,-0.037983454
CSRP2BP,0.02106202,-0.01694095,-0.03800297
PARP6,-0.005517852,-0.043533902,-0.03801605
BTBD12,0.013315576,-0.024729626,-0.038045202
EHD3,0.06428478,0.02623374,-0.038051039
TCF25,-0.000881117,-0.038943498,-0.038062381
FIG4,0.013256294,-0.024812505,-0.038068799
DDX18,0.03050064,-0.007573418,-0.038074058
RGPD6,0.061828023,0.0237321,-0.038095922
LOC200030,0.020045199,-0.018061262,-0.038106461
CNTN6,0.03424431,-0.003869043,-0.038113354
MRPS6,0.009847546,-0.028282175,-0.038129722
MATN2,0.120258926,0.082127808,-0.038131118
C17orf102,0.031114545,-0.007066248,-0.038180793
NUDT12,0.076983286,0.038795845,-0.038187441
C17orf100,0.039287873,0.001084331,-0.038203543
LOC554202,0.060935277,0.022703647,-0.038231631
COL11A1,0.202171408,0.163934565,-0.038236843
LOC25845,0.021714865,-0.016524577,-0.038239442
DNM1L,0.031334353,-0.00690748,-0.038241833
WDR43,0.016458819,-0.02179867,-0.038257489
TAF6L,-0.023779516,-0.062041511,-0.038261994
LPIN2,0.056477027,0.018202078,-0.038274949
C8orf84,0.044184886,0.005908863,-0.038276024
POLR2J,-0.027683642,-0.066003069,-0.038319428
KIAA0319,0.073533713,0.035200482,-0.03833323
CHCHD7,0.030407504,-0.007938667,-0.038346171
ELMO2,0.010243954,-0.028120634,-0.038364588
PEX5,0.001878556,-0.036496542,-0.038375098
DDX56,-0.020672546,-0.059048407,-0.038375861
PCDHGA2,0.027013798,-0.011376403,-0.038390201
GPR37L1,-0.014484637,-0.05289195,-0.038407313
TRAF4,-0.025812518,-0.064226948,-0.038414431
GLIPR1L1,0.035133428,-0.003372228,-0.038505656
TRIM34,0.01149367,-0.027071331,-0.038565001
CSRNP3,0.128075071,0.089505863,-0.038569208
ZNF772,0.082807432,0.04423003,-0.038577402
ST8SIA2,0.045574858,0.006983501,-0.038591357
SLC29A1,0.002879694,-0.035719593,-0.038599287
SCARB2,0.020096302,-0.018522591,-0.038618892
CNIH,0.045694808,0.007066866,-0.038627941
DRD4,-0.040019132,-0.078674177,-0.038655045
C5orf52,0.021042781,-0.017626207,-0.038668988
LARS2,0.018918919,-0.019839544,-0.038758463
KIAA0368,0.035937376,-0.002847497,-0.038784873
RPL13A,0.019798862,-0.019021297,-0.038820159
OR4B1,0.015192354,-0.023636756,-0.03882911
UTP11L,0.028095448,-0.010750053,-0.038845501
CEP68,0.030712731,-0.008148693,-0.038861424
RASA4,-0.014227383,-0.05310205,-0.038874667
NAT9,-0.020870341,-0.059764968,-0.038894627
PPFIA2,0.125833428,0.086924167,-0.038909261
C8orf41,0.029625782,-0.009308322,-0.038934104
LOC389333,-0.039233677,-0.078175368,-0.038941691
SAPS3,0.040892568,0.001935758,-0.038956809
SAMD4B,0.018539296,-0.020461678,-0.039000974
TWF1,0.045807219,0.006804194,-0.039003025
MAGED2,0.035058144,-0.003951493,-0.039009636
LARP7,0.034142425,-0.004916585,-0.03905901
LMAN2,0.007700818,-0.03137058,-0.039071398
SMEK2,0.050237589,0.011159908,-0.039077681
PET112L,0.004622688,-0.034456249,-0.039078937
BAHD1,-0.013291536,-0.052404905,-0.039113369
RSAD1,0.003294986,-0.035872504,-0.03916749
ZNRD1,0.011644239,-0.027525333,-0.039169572
ANG,0.128180512,0.088991163,-0.039189349
BRAP,0.034778378,-0.004417764,-0.039196142
SH3GLB1,0.038750213,-0.000477489,-0.039227702
PRPSAP1,0.038944808,-0.000287207,-0.039232015
MUDENG,0.048275853,0.008989383,-0.03928647
DDX50,0.026965185,-0.012329279,-0.039294464
C6orf70,0.011175036,-0.028177228,-0.039352263
C19orf30,0.030768243,-0.00858412,-0.039352363
ZNF71,0.006212198,-0.0331709,-0.039383097
HTA,0.023013371,-0.016376768,-0.039390139
ATP2A2,0.022240007,-0.017160905,-0.039400912
ZFP42,0.017416927,-0.022071945,-0.039488873
CAPRIN2,0.112695021,0.073099776,-0.039595245
SPHAR,0.047739723,0.008131315,-0.039608407
CTCF,0.043240718,0.003528009,-0.03971271
TBC1D20,0.026905939,-0.012816958,-0.039722897
NR3C1,0.056343101,0.01660295,-0.039740151
RAB40A,0.020757539,-0.019005562,-0.039763101
RBL1,0.062425782,0.022640025,-0.039785758
ACTR5,0.009797937,-0.030046005,-0.039843942
FOXM1,0.060544986,0.020673262,-0.039871724
SKP1,0.038206721,-0.00168564,-0.039892361
SETD2,0.050423684,0.010474614,-0.03994907
OR5AP2,0.018071337,-0.021901135,-0.039972473
YTHDC1,0.041772226,0.001782094,-0.039990132
TERF1,0.054445661,0.014431054,-0.040014607
BCL2L15,0.105368919,0.065341261,-0.040027658
RPIA,0.032181508,-0.007854918,-0.040036426
AQP6,0.039891785,-0.000153298,-0.040045083
PDXDC1,0.025299964,-0.014780665,-0.04008063
FBXO8,0.061750533,0.021665851,-0.040084682
FNDC8,-0.009988442,-0.050089044,-0.040100602
ATRN,0.020081081,-0.020019773,-0.040100854
DNAJC14,0.006537945,-0.033586691,-0.040124635
TBC1D15,0.016629516,-0.023517657,-0.040147174
GRK4,-0.017416465,-0.057570903,-0.040154438
NCRNA00093,0.025170982,-0.015038179,-0.040209161
C15orf23,0.088496053,0.048276509,-0.040219543
ANK1,0.293588371,0.253332409,-0.040255962
LOC643008,0.087523364,0.047202086,-0.040321278
BTN2A1,0.021331472,-0.018995938,-0.04032741
TMEM159,0.018756863,-0.021586756,-0.04034362
RGS20,0.083668634,0.04330843,-0.040360205
MYH10,0.203205761,0.162794208,-0.040411553
WWOX,0.017723791,-0.022699605,-0.040423396
ZNF75A,0.049489865,0.009044829,-0.040445036
SNORA65,-0.013036273,-0.053488172,-0.040451899
ZNF260,0.051265434,0.010764088,-0.040501345
7-Mar,0.057825889,0.01732147,-0.040504419
TMEM188,0.04776458,0.007226162,-0.040538418
DECR2,-0.04824623,-0.088792141,-0.04054591
RHOQ,0.031174822,-0.009388256,-0.040563078
RNF5P1,0.046993065,0.006394009,-0.040599056
CDYL,0.046570092,0.005954897,-0.040615195
ATP5H,0.025651174,-0.014968731,-0.040619904
ERH,0.043432183,0.002808541,-0.040623642
ABAT,0.032650925,-0.008005201,-0.040656125
OR1N2,0.077727489,0.037042431,-0.040685059
C15orf56,0.012519523,-0.028177091,-0.040696614
KCNK3,0.110463407,0.069719993,-0.040743414
ATP7B,0.140165541,0.099409397,-0.040756143
KRTAP10-7,0.020267496,-0.020494132,-0.040761628
FLJ36777,0.082246871,0.041480978,-0.040765892
ENTPD5,0.01490032,-0.025899977,-0.040800297
GDAP2,0.056233144,0.015416251,-0.040816893
HOXD9,0.067999858,0.027164533,-0.040835325
GNL3,0.006222688,-0.034613653,-0.040836341
WIPF2,0.037139936,-0.003724548,-0.040864484
MLH3,0.044531863,0.003662436,-0.040869427
TOPORS,0.051756081,0.010842846,-0.040913235
KIAA0232,0.04861995,0.007693705,-0.040926245
ILF3,0.01756803,-0.023359852,-0.040927882
PLEKHA9,-0.002110206,-0.043040618,-0.040930412
ZYG11A,0.044886024,0.003915399,-0.040970625
TFB2M,-0.001602774,-0.042598378,-0.040995604
HEATR4,-0.008046159,-0.049044373,-0.040998214
TIPIN,0.046830156,0.005820432,-0.041009724
DEM1,0.049696159,0.008663389,-0.04103277
NKAP,0.028452027,-0.012598661,-0.041050688
SFRS15,0.018355121,-0.022747487,-0.041102607
AKAP3,0.046776956,0.005656193,-0.041120763
LTBP3,0.094207397,0.053056361,-0.041151036
CD28,0.133666536,0.092498976,-0.041167561
APBA1,0.126984139,0.085815798,-0.041168341
SAP18,0.011468599,-0.029727804,-0.041196403
ZNF383,0.046028343,0.004812572,-0.041215771
NDUFA10,0.012858321,-0.028358666,-0.041216988
EPHA3,0.226743208,0.185522152,-0.041221055
MAN2B1,-0.045779481,-0.087017159,-0.041237678
P4HA1,0.007049787,-0.034191691,-0.041241477
EXOSC1,0.01688958,-0.024383182,-0.041272762
CHCHD2,-0.009219595,-0.050527902,-0.041308308
NPM2,-0.015000782,-0.056395117,-0.041394334
CDK5RAP2,0.046960953,0.005510722,-0.041450231
SMEK1,0.041250569,-0.000218879,-0.041469448
SNTB1,0.011931543,-0.029543218,-0.041474762
SOCS3,0.081577596,0.040100599,-0.041476997
SLC7A5P2,0.001583215,-0.039929141,-0.041512356
GRPEL1,0.011015114,-0.030517754,-0.041532867
AFMID,-0.006398329,-0.047932529,-0.0415342
DCTN6,0.033310028,-0.008249753,-0.041559781
SNORA5C,0.003277809,-0.038322483,-0.041600292
JKAMP,0.022705974,-0.018898488,-0.041604463
PPWD1,0.035457183,-0.006155078,-0.041612262
ARL6IP4,-0.003915683,-0.045532458,-0.041616775
TMEM95,0.015292176,-0.026355224,-0.0416474
BTD,0.030909922,-0.010737688,-0.041647609
CSDE1,0.042139794,0.000476455,-0.041663339
HNRNPU,0.025765327,-0.015938917,-0.041704244
SENP8,0.024550036,-0.017167371,-0.041717407
KIAA0907,0.0278234,-0.013923613,-0.041747012
ASB1,0.011762838,-0.029984714,-0.041747552
C16orf71,-0.00946867,-0.051222132,-0.041753462
OR52E8,0.031533393,-0.010353447,-0.04188684
SAA1,0.036373186,-0.005527728,-0.041900914
PIP4K2C,0.039178165,-0.002763521,-0.041941686
ADCY8,0.018644239,-0.023309565,-0.041953804
RBM34,0.03166234,-0.010300476,-0.041962816
NRAS,0.043066038,0.001097366,-0.041968672
